Adult Mortality,BMI,Polio,Diphtheria,HIV/AIDS,GDP,Thinness age 10-19,Thinness age 5-9,Income composition of resources,Schooling,Life expectancy
131.0,34.4,97.0,97.0,0.1,7326.744435,8.3,8.2,0.756,12.6,74.0
132.0,33.4,97.0,97.0,0.1,8513.629541,8.5,8.3,0.747,12.5,73.8
133.0,32.5,97.0,97.0,0.1,7269.17114,8.7,8.5,0.736,12.3,73.7
134.0,31.6,95.0,95.0,0.1,6222.982955,8.8,8.6,0.732,12.7,73.6
135.0,3.7,96.0,96.0,0.1,5593.822995,9.0,8.8,0.734,12.9,73.4
137.0,29.8,95.0,95.0,0.1,4955.477743,9.2,8.9,0.731,12.7,73.2
138.0,28.8,96.0,96.0,0.1,4463.675893,9.3,9.1,0.724,12.1,73.1
14.0,27.9,94.0,94.0,0.1,4167.364387,9.5,9.3,0.723,12.0,72.9
144.0,27.0,95.0,96.0,0.1,3915.11546,9.7,9.4,0.725,11.9,72.7
149.0,26.0,98.0,98.0,0.1,445.17471,9.8,9.6,0.715,11.6,72.4
275.0,22.5,7.0,69.0,1.6,777.659139,8.1,7.9,0.421,8.0,57.3
27.0,21.9,72.0,66.0,1.5,777.3476868,8.3,8.1,0.411,7.7,57.2
271.0,21.3,72.0,66.0,1.5,835.88998,8.5,8.3,0.404,7.5,56.8
273.0,2.7,77.0,73.0,1.5,78.377632,8.8,8.5,0.396,7.3,56.5
276.0,2.2,77.0,73.0,1.6,697.153124,9.0,8.8,0.385,7.1,56.0
278.0,19.6,74.0,74.0,1.6,689.6784228,9.2,9.0,0.36,5.8,55.5
282.0,19.0,76.0,74.0,1.7,595.6368319,9.4,9.3,0.363,6.4,55.0
288.0,18.5,79.0,78.0,1.8,521.6425796,9.7,9.5,0.35,6.1,54.3
29.0,18.0,78.0,77.0,1.9,487.942556,9.9,9.7,0.338,5.8,53.6
296.0,17.5,7.0,69.0,2.0,439.3572924,1.1,1.0,0.333,5.5,52.8
299.0,17.0,67.0,63.0,2.2,391.791281,1.3,1.2,0.318,5.2,52.0
28.0,29.4,8.0,8.0,1.1,145.57838,8.1,7.9,0.501,8.2,62.7
29.0,28.8,8.0,8.0,1.2,1364.283745,8.3,8.1,0.491,7.8,62.5
212.0,28.1,73.0,75.0,1.2,1393.261593,8.5,8.3,0.487,7.7,62.2
214.0,27.4,52.0,64.0,1.2,123.383675,8.7,8.5,0.484,7.6,62.0
215.0,26.8,63.0,64.0,1.2,146.83851,8.9,8.7,0.476,7.1,61.7
217.0,26.1,73.0,74.0,1.3,1167.535689,9.2,8.9,0.475,7.2,61.4
219.0,25.5,75.0,75.0,1.3,113.3128,9.4,9.1,0.475,7.4,61.2
221.0,24.8,68.0,68.0,1.3,944.134851,9.6,9.4,0.466,7.2,69.0
223.0,24.2,71.0,71.0,1.3,697.7451989,9.8,9.6,0.461,7.2,66.0
12.0,62.1,83.0,83.0,0.1,1298.86766,1.6,1.5,0.753,12.9,76.6
123.0,61.5,99.0,99.0,0.1,982.532572,1.6,1.5,0.748,12.7,76.3
124.0,6.8,97.0,97.0,0.1,9834.472689,1.6,1.6,0.745,12.6,76.1
127.0,6.1,95.0,95.0,0.1,8959.581416,1.6,1.6,0.739,12.5,75.6
13.0,59.4,95.0,95.0,0.1,7748.12331,1.7,1.6,0.738,12.5,75.7
127.0,58.7,96.0,96.0,0.1,9689.52887,1.7,1.6,0.735,12.3,75.6
123.0,57.9,98.0,98.0,0.1,933.341687,1.7,1.7,0.731,12.3,76.0
125.0,57.2,98.0,98.0,0.1,8767.92258,1.8,1.7,0.723,12.2,75.8
126.0,56.4,98.0,98.0,0.1,7986.798439,1.8,1.7,0.719,12.2,75.3
124.0,55.7,98.0,98.0,0.1,7199.59665,1.8,1.8,0.714,12.1,75.4
127.0,54.9,98.0,98.0,0.1,6751.998987,1.9,1.8,0.708,11.9,75.0
127.0,54.1,98.0,97.0,0.1,716.8219,1.9,1.8,0.703,11.6,75.0
126.0,53.2,97.0,97.0,0.1,731.378864,1.9,1.9,0.7,11.6,75.0
129.0,52.4,97.0,97.0,0.1,672.92113,2.0,1.9,0.694,11.4,74.8
227.0,5.4,98.0,98.0,0.1,4385.379355,2.2,2.3,0.72,14.7,68.1
231.0,49.2,99.0,99.0,0.1,4368.82248,2.2,2.3,0.712,14.7,67.8
235.0,48.0,99.0,99.0,0.1,3769.595255,2.2,2.3,0.701,14.6,67.3
25.0,46.9,96.0,96.0,0.1,265.353659,2.2,2.3,0.693,14.3,66.3
235.0,45.9,96.0,95.0,0.1,1717.898761,2.2,2.3,0.686,13.8,66.9
225.0,44.9,95.0,96.0,0.1,2139.625631,2.2,2.3,0.673,13.4,67.4
26.0,43.9,99.0,95.0,0.1,1634.81431,2.2,2.4,0.661,13.0,65.9
271.0,43.0,98.0,99.0,0.1,1334.651896,2.2,2.4,0.649,12.7,65.0
274.0,42.1,99.0,99.0,0.1,998.8226671,2.3,2.4,0.637,11.8,64.5
284.0,41.3,99.0,99.0,0.1,797.8377432,2.3,2.4,0.621,11.2,64.0
271.0,4.5,98.0,98.0,0.1,646.561295,2.4,2.5,0.609,10.5,64.0
263.0,39.8,98.0,98.0,0.1,571.51883,2.4,2.5,0.599,10.1,63.8
266.0,39.1,95.0,95.0,0.1,524.145924,2.5,2.6,0.588,9.4,63.2
274.0,38.5,94.0,94.0,0.1,474.2133361,2.6,2.6,0.582,8.9,62.8
97.0,56.5,99.0,99.0,0.1,3111.762887,6.4,6.2,0.634,12.1,73.9
99.0,55.5,99.0,99.0,0.1,294.746728,6.3,6.2,0.623,11.6,73.6
14.0,54.6,98.0,99.0,0.1,339.91616,6.3,6.2,0.612,11.2,73.3
11.0,53.6,99.0,99.0,0.1,2834.2472,6.3,6.2,0.603,10.7,72.8
116.0,52.7,99.0,99.0,0.1,2861.5545,6.4,6.2,0.596,10.5,72.3
123.0,51.7,99.0,99.0,0.1,2884.94776,6.4,6.3,0.589,10.3,71.8
128.0,5.8,95.0,95.0,0.1,2494.353552,6.4,6.3,0.581,10.0,71.4
133.0,49.9,97.0,97.0,0.1,2191.478567,6.4,6.3,0.575,10.0,71.0
137.0,49.1,98.0,98.0,0.1,213.755559,6.5,6.3,0.569,9.8,77.0
142.0,48.2,97.0,97.0,0.1,1948.812275,6.5,6.4,0.561,9.6,72.0
146.0,47.3,91.0,91.0,0.1,1721.973863,6.6,6.4,0.551,9.3,69.9
15.0,46.5,94.0,94.0,0.1,1413.757176,6.6,6.5,0.54,8.8,69.5
155.0,45.7,93.0,96.0,0.1,1336.775376,6.7,6.5,0.53,8.5,69.0
16.0,44.8,95.0,95.0,0.1,1332.382358,6.7,6.6,0.519,8.0,68.6
46.0,21.8,78.0,78.0,5.1,65.985681,3.6,3.5,0.405,9.1,55.3
48.0,21.3,73.0,76.0,6.9,566.513873,3.6,3.5,0.4,9.2,54.8
47.0,2.9,73.0,76.0,9.6,526.5313517,3.7,3.6,0.397,9.5,54.3
47.0,2.5,73.0,74.0,10.8,419.2258149,3.7,3.6,0.39,9.3,54.0
4.0,2.1,74.0,74.0,11.3,463.852618,3.7,3.6,0.382,9.2,53.8
45.0,19.7,74.0,75.0,12.6,53.127719,3.7,3.7,0.372,8.8,53.2
425.0,19.3,75.0,75.0,14.1,422.1461573,3.8,3.7,0.36,8.2,52.1
434.0,18.9,73.0,78.0,16.3,385.7567141,3.8,3.7,0.353,7.9,51.2
434.0,18.5,71.0,8.0,16.2,369.1545359,3.9,3.8,0.341,7.3,58.0
429.0,18.1,69.0,83.0,15.9,336.3318145,3.9,3.8,0.332,7.0,54.0
424.0,17.7,67.0,85.0,15.3,283.8911588,4.0,3.9,0.318,6.7,51.0
416.0,17.3,76.0,76.0,14.5,262.884551,4.0,4.0,0.311,6.2,49.8
48.0,16.9,72.0,73.0,13.4,256.4414872,4.1,4.0,0.298,5.8,49.5
22.0,22.1,76.0,75.0,0.4,1168.83947,12.9,13.2,0.54,9.1,66.2
25.0,21.3,87.0,84.0,0.5,1171.58257,13.0,13.2,0.533,9.1,65.9
27.0,2.5,9.0,84.0,0.5,1186.423937,13.0,13.3,0.526,9.1,65.6
29.0,19.8,9.0,9.0,0.5,987.7365832,13.1,13.3,0.515,8.8,65.4
211.0,19.1,9.0,9.0,0.6,741.777116,13.1,13.4,0.504,8.5,65.2
296.0,18.3,85.0,85.0,0.6,643.951373,13.2,13.4,0.493,8.2,59.2
217.0,17.6,84.0,86.0,0.6,41.451,13.2,13.5,0.484,8.1,64.5
22.0,17.0,82.0,82.0,0.6,296.97284,13.2,13.5,0.474,8.0,64.2
224.0,16.4,86.0,73.0,0.5,247.24276,13.2,13.6,0.465,7.9,63.9
228.0,15.7,92.0,82.0,0.5,219.8156688,13.3,13.6,0.455,7.8,63.5
231.0,15.2,86.0,78.0,0.5,219.782326,13.3,13.6,0.445,7.7,63.2
162.0,18.0,92.0,92.0,0.1,688.6172788,16.1,16.5,0.545,12.3,69.3
167.0,17.4,9.0,9.0,0.2,681.7925868,16.3,16.7,0.538,12.3,68.9
172.0,16.9,92.0,92.0,0.2,692.1166842,16.5,16.9,0.529,12.0,68.4
178.0,16.4,83.0,82.0,0.2,592.1835216,16.7,17.2,0.515,11.1,68.0
183.0,15.9,93.0,89.0,0.2,48.7299,16.9,17.4,0.502,10.5,67.5
189.0,15.4,82.0,82.0,0.2,473.844449,17.0,17.6,0.492,10.1,67.0
194.0,14.9,82.0,82.0,0.2,393.8843518,17.2,17.8,0.486,10.0,66.6
21.0,14.4,91.0,89.0,0.2,348.6314534,17.4,18.0,0.476,9.6,66.0
28.0,13.9,78.0,75.0,0.2,317.89198,17.6,18.2,0.469,9.4,65.4
218.0,13.4,8.0,8.0,0.2,287.4156,17.8,18.4,0.463,9.3,64.7
22.0,12.9,76.0,78.0,0.1,253.72412,18.0,18.6,0.457,9.2,64.3
6.0,61.0,97.0,97.0,0.1,51574.48942,1.0,0.9,0.922,18.1,81.4
62.0,6.5,97.0,97.0,0.1,49474.7561,1.0,0.9,0.921,18.1,81.1
63.0,59.9,97.0,97.0,0.1,5354.6536,1.0,0.9,0.911,17.2,81.1
157.0,52.4,99.0,98.0,0.1,1847.19849,1.8,1.7,0.63,11.5,73.9
157.0,51.7,99.0,98.0,0.1,1792.3845,1.8,1.7,0.625,11.5,73.9
147.0,5.9,99.0,98.0,0.1,1682.957924,1.8,1.8,0.62,11.5,74.5
154.0,5.2,99.0,98.0,0.1,1526.497938,1.9,1.8,0.614,11.4,73.2
163.0,49.4,99.0,98.0,0.2,1464.497754,1.9,1.8,0.613,11.3,73.2
169.0,48.6,97.0,97.0,0.2,1518.85386,1.9,1.8,0.607,11.1,72.5
173.0,47.9,93.0,93.0,0.2,1344.31871,2.0,1.9,0.601,11.0,72.5
17.0,47.1,88.0,88.0,0.3,124.992617,2.0,1.9,0.597,11.0,73.0
194.0,46.4,87.0,86.0,0.3,1175.116225,2.0,1.9,0.592,11.0,71.2
194.0,45.7,8.0,79.0,0.3,191.55157,2.1,2.0,0.587,11.0,71.0
198.0,44.9,86.0,86.0,0.3,115.565314,2.1,2.0,0.583,11.0,76.0
197.0,44.2,85.0,85.0,0.4,11.147277,2.2,2.1,0.577,10.7,75.0
193.0,43.5,89.0,87.0,0.4,143.6758,2.2,2.1,0.57,10.4,73.0
192.0,42.8,85.0,83.0,0.4,116.2743,2.2,2.1,0.562,10.1,73.0
227.0,18.5,56.0,67.0,0.6,416.14838,1.0,9.9,0.341,5.3,69.0
232.0,18.1,71.0,71.0,0.7,391.515524,1.3,1.1,0.331,5.1,63.0
241.0,17.7,4.0,75.0,0.7,375.5819866,1.5,1.3,0.323,4.8,59.4
252.0,17.3,75.0,7.0,0.9,348.151511,1.7,1.6,0.312,4.5,58.2
263.0,16.9,71.0,71.0,1.1,341.2894618,11.0,1.8,0.307,4.2,57.1
367.0,24.1,46.0,46.0,3.9,2996.96432,1.4,1.2,0.514,9.8,53.2
374.0,23.5,42.0,42.0,4.4,2755.297787,1.7,1.6,0.507,9.7,52.7
375.0,22.8,48.0,48.0,4.7,2527.9423,11.0,1.9,0.5,9.6,52.3
374.0,22.2,54.0,54.0,4.8,2327.3267,11.3,11.2,0.492,9.5,52.0
376.0,21.6,66.0,63.0,4.9,197.661422,11.7,11.6,0.487,9.3,51.6
386.0,21.0,6.0,53.0,5.0,1383.893354,12.0,11.9,0.481,9.2,59.0
388.0,2.4,54.0,42.0,5.2,1136.829645,12.3,12.3,0.477,9.1,55.0
396.0,19.9,46.0,4.0,5.3,119.743286,12.6,12.6,0.466,9.0,49.8
4.0,19.3,45.0,36.0,5.4,87.8938738,12.9,12.9,0.463,8.9,49.2
163.0,23.9,72.0,72.0,0.1,1272.44161,19.6,2.0,0.538,7.7,66.0
165.0,23.2,72.0,72.0,0.1,1261.28967,19.8,2.2,0.529,7.6,65.7
167.0,22.5,75.0,74.0,0.1,1226.215314,2.0,2.4,0.525,7.5,65.5
172.0,21.9,82.0,82.0,0.1,14.142268,2.2,2.7,0.521,7.5,65.1
175.0,21.3,7.0,71.0,0.1,16.63999,2.5,2.9,0.514,7.3,64.8
177.0,2.6,7.0,62.0,0.1,139.31288,2.7,21.1,0.513,7.3,64.6
178.0,2.1,75.0,75.0,0.1,95.4327931,2.8,21.3,0.505,6.7,64.4
179.0,19.5,77.0,78.0,0.1,873.772727,21.0,21.5,0.501,6.5,64.2
2.0,18.9,78.0,77.0,0.1,711.4699463,21.2,21.7,0.487,6.1,62.9
183.0,18.4,65.0,65.0,0.1,649.848233,21.4,21.8,0.474,5.6,63.7
185.0,17.9,69.0,67.0,0.1,563.594342,21.6,22.0,0.465,5.6,63.5
118.0,56.3,81.0,8.0,0.1,11685.97983,1.9,1.9,0.773,12.9,77.5
12.0,55.6,87.0,85.0,0.1,1589.82713,1.9,1.9,0.765,12.8,77.2
121.0,54.9,91.0,87.0,0.1,927.723171,2.0,1.9,0.758,12.9,77.3
122.0,54.2,95.0,94.0,0.1,7937.259931,2.0,1.9,0.756,12.8,76.5
127.0,53.4,85.0,85.0,0.1,7429.628274,2.0,1.9,0.755,12.8,76.8
127.0,52.7,86.0,86.0,0.1,6973.9284,2.0,2.0,0.75,12.8,76.5
124.0,51.9,84.0,85.0,0.2,668.8667,2.1,2.0,0.743,12.9,76.4
125.0,51.1,98.0,88.0,0.1,5348.518399,2.1,2.0,0.744,12.9,76.2
122.0,5.3,88.0,92.0,0.1,4916.54886,2.1,2.1,0.74,12.9,75.8
123.0,49.5,92.0,95.0,0.2,4591.892776,2.2,2.1,0.733,12.8,75.8
126.0,48.6,95.0,98.0,0.1,4267.13578,2.2,2.2,0.728,12.8,75.5
125.0,47.8,99.0,99.0,0.2,4126.14671,2.3,2.2,0.725,12.6,75.7
124.0,46.9,95.0,99.0,0.1,446.372833,2.3,2.3,0.721,12.4,75.5
281.0,47.2,8.0,79.0,0.8,229.95364,1.3,1.3,0.506,10.0,62.4
284.0,46.4,81.0,74.0,1.0,271.318741,1.3,1.3,0.501,9.9,62.2
285.0,45.7,69.0,72.0,1.0,177.867119,1.3,1.3,0.494,9.9,62.0
286.0,44.9,72.0,67.0,1.1,1366.879112,1.4,1.3,0.485,9.6,61.8
288.0,44.2,79.0,73.0,1.1,1166.66337,1.4,1.3,0.477,9.2,61.6
29.0,43.4,76.0,63.0,1.3,1178.72469,1.4,1.3,0.469,8.9,61.4
295.0,42.7,72.0,71.0,1.4,956.668952,1.4,1.3,0.461,8.6,61.1
299.0,41.9,67.0,72.0,1.5,854.346921,1.4,1.4,0.454,8.2,68.0
37.0,41.1,61.0,72.0,1.5,77.5773486,1.4,1.4,0.446,7.9,64.0
314.0,4.4,59.0,62.0,1.5,637.3616215,1.5,1.4,0.439,7.6,59.9
321.0,39.6,62.0,68.0,1.4,588.3582595,1.5,1.4,0.433,7.2,59.6
327.0,38.9,54.0,61.0,1.4,511.665773,1.5,1.5,0.428,6.9,59.3
331.0,38.2,52.0,55.0,1.3,539.41528,1.5,1.5,0.422,6.6,59.1
335.0,37.5,51.0,59.0,1.1,631.9468526,1.6,1.5,0.418,6.2,58.9
148.0,48.6,8.0,86.0,0.2,4479.95858,2.0,1.9,0.679,12.3,73.8
148.0,47.9,83.0,87.0,0.1,3855.537735,2.0,2.0,0.679,12.3,73.6
15.0,47.1,84.0,89.0,0.1,3988.11894,2.1,2.0,0.675,12.3,73.4
152.0,46.4,85.0,89.0,0.1,3225.591754,2.1,2.0,0.664,12.4,73.2
155.0,45.6,81.0,85.0,0.1,2599.596259,2.1,2.0,0.663,12.1,73.0
157.0,44.9,85.0,89.0,0.1,359.992184,2.1,2.1,0.654,11.9,72.7
159.0,44.2,95.0,95.0,0.1,2312.192926,2.2,2.1,0.649,12.0,72.5
161.0,43.5,98.0,98.0,0.2,189.71539,2.2,2.2,0.648,12.1,72.3
163.0,42.8,96.0,96.0,0.2,157.145691,2.3,2.2,0.646,12.3,72.1
165.0,42.0,92.0,92.0,0.2,148.527976,2.3,2.2,0.639,12.1,71.9
166.0,41.3,86.0,86.0,0.1,1174.779347,2.4,2.3,0.642,12.7,71.7
125.0,54.2,71.0,88.0,0.1,6583.116248,1.1,1.1,0.731,13.4,75.3
129.0,53.6,94.0,95.0,0.1,6387.785281,1.1,1.1,0.725,13.4,74.9
133.0,52.9,91.0,91.0,0.2,5771.565878,1.1,1.1,0.721,13.4,74.5
14.0,52.2,92.0,93.0,0.2,522.493191,1.1,1.1,0.708,13.3,73.7
14.0,51.5,92.0,93.0,0.3,4166.93387,1.2,1.2,0.706,13.3,73.8
138.0,5.8,93.0,93.0,0.3,428.87811,1.2,1.2,0.7,13.2,73.9
133.0,5.2,93.0,93.0,0.3,3611.2147,1.2,1.2,0.696,13.2,74.0
134.0,49.5,94.0,94.0,0.4,3171.49856,1.2,1.2,0.693,13.0,74.2
148.0,48.8,66.0,77.0,0.4,2754.7829,1.3,1.3,0.692,13.0,72.8
151.0,48.1,81.0,86.0,0.4,2448.143899,1.3,1.3,0.685,12.8,72.2
152.0,47.4,95.0,94.0,0.4,218.25997,1.3,1.3,0.686,13.3,72.1
219.0,24.3,84.0,89.0,0.1,276.289146,1.0,9.7,0.671,11.7,68.1
217.0,23.7,88.0,88.0,0.1,2581.818554,1.0,9.7,0.666,11.6,68.1
218.0,23.1,87.0,87.0,0.1,2352.518156,1.0,9.7,0.669,11.5,68.0
218.0,22.6,78.0,79.0,0.1,2129.499242,1.0,9.7,0.662,11.4,67.9
219.0,22.1,86.0,87.0,0.1,1825.341521,1.0,9.7,0.661,11.7,68.0
217.0,21.6,91.0,91.0,0.1,1919.466195,1.0,9.7,0.655,11.5,67.5
216.0,21.1,87.0,87.0,0.1,1672.685433,1.0,9.7,0.648,11.4,67.5
219.0,2.6,88.0,88.0,0.1,1391.772325,1.0,9.7,0.646,11.5,67.3
223.0,2.1,9.0,89.0,0.1,1194.697155,1.0,9.7,0.642,11.6,67.0
218.0,19.6,85.0,88.0,0.1,179.3715,1.0,9.7,0.636,11.6,67.3
217.0,19.2,85.0,84.0,0.1,11.553196,1.0,9.7,0.631,11.6,67.2
221.0,18.7,77.0,79.0,0.1,1.68135,1.0,9.7,0.625,11.4,66.8
221.0,18.3,76.0,79.0,0.1,957.287441,1.0,9.7,0.622,11.4,66.8
219.0,17.8,74.0,78.0,0.1,138.91977,1.0,9.6,0.618,11.4,66.8
12.0,6.4,95.0,99.0,0.1,1378.54911,2.0,2.1,0.838,15.4,77.1
125.0,59.7,95.0,99.0,0.1,13145.1484,2.0,2.1,0.834,15.3,76.8
128.0,59.1,96.0,99.0,0.1,13893.18768,2.0,2.2,0.829,15.4,76.7
13.0,58.4,96.0,99.0,0.1,12599.52486,2.1,2.2,0.822,15.1,76.3
136.0,57.8,96.0,99.0,0.1,11527.59323,2.1,2.3,0.818,15.1,75.7
14.0,57.2,96.0,99.0,0.1,141.44688,2.2,2.3,0.813,15.0,75.5
144.0,56.6,99.0,99.0,0.1,1126.31852,2.2,2.4,0.808,15.0,75.3
144.0,56.0,99.0,99.0,0.1,94.7726,2.3,2.4,0.803,15.0,75.2
144.0,55.5,99.0,99.0,0.1,821.251569,2.3,2.5,0.797,14.8,75.0
143.0,55.0,99.0,99.0,0.1,6681.178818,2.4,2.5,0.8,15.5,74.9
142.0,54.5,98.0,99.0,0.1,5693.52416,2.4,2.6,0.796,15.3,74.7
145.0,54.0,98.0,99.0,0.1,5196.932921,2.5,2.6,0.79,15.0,74.5
149.0,53.6,98.0,98.0,0.1,4981.198619,2.5,2.7,0.784,14.7,74.2
153.0,53.1,98.0,98.0,0.1,4492.72764,2.5,2.8,0.777,14.6,73.7
138.0,59.2,88.0,92.0,0.1,9585.266593,2.7,2.9,0.794,14.7,74.6
138.0,58.4,92.0,91.0,0.1,8558.39766,2.8,3.0,0.797,15.3,74.4
139.0,57.7,89.0,89.0,0.1,92.277825,2.9,3.1,0.798,15.7,74.3
153.0,56.9,94.0,94.0,0.1,8297.483621,3.0,3.2,0.797,15.8,73.4
158.0,56.3,95.0,95.0,0.1,822.18329,3.0,3.3,0.795,15.4,73.1
159.0,55.6,95.0,96.0,0.1,1136.47356,3.1,3.5,0.78,14.7,73.1
154.0,55.0,96.0,96.0,0.1,8214.185378,3.2,3.6,0.766,14.1,72.9
157.0,54.4,97.0,97.0,0.1,5828.745662,3.2,3.7,0.755,13.7,72.5
162.0,53.9,97.0,97.0,0.1,4676.315183,3.3,3.8,0.745,13.4,71.9
165.0,53.4,97.0,97.0,0.1,3552.92452,3.4,3.9,0.733,12.9,71.7
174.0,52.9,97.0,97.0,0.1,2774.95586,3.5,4.0,0.722,12.5,71.1
178.0,52.4,98.0,98.0,0.1,2124.873613,3.7,4.1,0.714,12.0,77.0
179.0,51.9,99.0,99.0,0.1,1839.72945,3.8,4.2,0.708,11.7,78.0
175.0,51.4,99.0,99.0,0.1,1668.162731,4.0,4.3,0.703,11.5,77.0
229.0,59.3,98.0,97.0,0.2,15543.67653,2.3,2.3,0.799,14.6,70.0
237.0,58.7,98.0,97.0,0.3,15154.45687,2.3,2.4,0.792,14.3,69.6
242.0,58.1,97.0,97.0,0.3,14212.687,2.3,2.4,0.785,14.0,69.4
256.0,57.5,98.0,97.0,0.2,1674.98771,2.3,2.5,0.773,13.7,68.4
261.0,57.0,98.0,98.0,0.3,8562.89598,2.3,2.5,0.776,14.0,68.2
278.0,56.6,98.0,98.0,0.3,11635.2637,2.3,2.5,0.769,13.9,67.5
282.0,56.1,98.0,98.0,0.3,911.25385,2.4,2.6,0.761,13.8,67.3
3.0,55.7,98.0,98.0,0.3,692.194398,2.4,2.7,0.754,13.8,66.4
327.0,55.3,98.0,98.0,0.3,5323.473877,2.4,2.7,0.748,13.7,65.0
321.0,55.0,98.0,97.0,0.3,412.372294,2.5,2.8,0.741,13.6,64.9
322.0,54.7,97.0,96.0,0.4,2975.132778,2.6,2.8,0.733,13.2,64.6
313.0,54.5,97.0,97.0,0.3,2375.5944,2.7,2.9,0.727,12.8,64.8
38.0,54.2,97.0,96.0,0.3,21.362386,2.8,3.0,0.72,12.5,65.1
233.0,2.1,98.0,98.0,0.5,688.8768557,5.9,5.9,0.485,10.8,65.2
239.0,19.5,98.0,98.0,0.7,678.796973,6.1,6.1,0.475,10.5,64.6
247.0,18.9,93.0,97.0,1.3,617.317648,6.3,6.2,0.464,10.2,63.8
26.0,18.3,93.0,97.0,2.3,563.491487,6.5,6.3,0.454,10.0,62.8
288.0,17.7,93.0,97.0,2.8,539.1538211,6.6,6.4,0.447,10.2,61.0
282.0,17.1,97.0,97.0,3.7,5.6687264,6.7,6.6,0.438,10.4,68.0
295.0,16.5,98.0,97.0,5.0,44.853339,6.8,6.7,0.424,10.1,59.6
328.0,15.9,99.0,99.0,6.2,342.3656294,6.8,6.8,0.404,9.3,57.6
37.0,15.4,95.0,95.0,7.1,287.931877,6.8,7.0,0.388,8.8,55.3
397.0,14.9,89.0,89.0,7.7,236.9114381,6.9,7.1,0.371,8.2,53.4
48.0,14.5,96.0,96.0,8.1,212.6619491,7.0,7.3,0.359,7.6,52.0
415.0,14.1,85.0,88.0,8.0,196.59778,7.2,7.4,0.343,7.2,57.0
196.0,23.2,89.0,92.0,0.3,148.912351,9.9,9.7,0.474,8.7,66.0
2.0,22.7,83.0,91.0,0.4,136.4518,1.0,9.9,0.463,8.3,65.6
26.0,22.2,89.0,92.0,0.4,18.25321,1.2,1.1,0.455,7.9,64.9
212.0,21.7,76.0,89.0,0.4,11.631377,1.4,1.3,0.449,7.7,64.3
219.0,21.2,83.0,86.0,0.5,12.566464,1.6,1.5,0.444,7.5,63.5
225.0,2.8,87.0,88.0,0.6,11.33678,1.8,1.7,0.435,7.1,62.8
23.0,2.3,93.0,94.0,0.7,95.3978522,11.0,1.9,0.425,6.8,62.1
236.0,19.9,89.0,89.0,0.7,89.838296,11.2,11.1,0.422,6.6,61.3
242.0,19.5,84.0,84.0,0.7,773.8698713,11.4,11.3,0.415,6.4,65.0
247.0,19.1,87.0,87.0,0.7,733.581811,11.6,11.5,0.408,6.2,59.7
122.0,58.9,97.0,95.0,0.1,6353.826383,2.1,2.1,0.766,14.1,75.3
126.0,58.3,93.0,91.0,0.1,5659.3824,2.1,2.1,0.767,14.0,74.9
127.0,57.7,94.0,94.0,0.1,6423.291783,2.2,2.2,0.757,13.5,74.6
128.0,57.0,91.0,91.0,0.1,5411.87744,2.2,2.3,0.755,13.6,74.4
131.0,56.4,97.0,95.0,0.1,5821.35397,2.3,2.3,0.754,13.6,74.1
132.0,55.8,95.0,95.0,0.1,671.773913,2.3,2.4,0.749,13.5,74.0
132.0,55.1,93.0,94.0,0.1,5458.121718,2.4,2.4,0.743,13.5,73.8
133.0,54.5,97.0,92.0,0.1,4129.758741,2.5,2.5,0.739,13.4,73.6
135.0,53.9,98.0,98.0,0.1,3528.1318,2.5,2.6,0.73,13.2,73.0
134.0,53.3,96.0,88.0,0.1,3331.228766,2.6,2.6,0.72,13.1,73.0
47.0,23.3,92.0,92.0,0.8,71.8186998,7.7,7.6,0.413,9.3,54.0
411.0,22.7,91.0,91.0,0.9,561.8984239,7.9,7.8,0.401,9.1,49.7
418.0,22.2,88.0,89.0,1.3,445.525,8.1,8.0,0.392,8.9,48.9
424.0,21.7,84.0,86.0,1.6,45.128418,8.3,8.2,0.384,8.7,48.1
433.0,21.2,81.0,84.0,1.7,394.5932439,8.5,8.4,0.375,8.5,47.1
441.0,2.7,75.0,77.0,1.9,46.3759178,8.7,8.7,0.367,8.3,46.2
45.0,2.2,63.0,64.0,2.2,358.8274716,8.9,8.9,0.357,8.2,45.3
371.0,49.5,73.0,73.0,4.5,6876.953821,5.4,6.5,0.652,12.8,69.0
48.0,48.7,65.0,65.0,7.6,7548.163698,6.0,7.3,0.644,12.8,59.2
413.0,47.9,69.0,69.0,8.5,849.954224,6.6,8.0,0.638,12.8,58.9
428.0,47.2,72.0,72.0,11.0,7362.76139,7.3,8.9,0.63,12.8,58.0
449.0,46.4,75.0,76.0,19.0,5888.6284,8.1,9.8,0.622,12.8,56.5
473.0,45.7,77.0,79.0,23.5,5786.59972,8.9,1.7,0.616,12.9,55.3
486.0,45.0,79.0,82.0,26.4,6125.39984,9.7,11.7,0.612,12.9,54.5
496.0,44.3,79.0,82.0,28.1,5631.73485,1.6,12.8,0.609,12.9,54.0
498.0,43.6,75.0,79.0,29.5,5414.634326,11.6,13.9,0.609,12.9,53.8
497.0,42.9,73.0,74.0,29.7,4863.51688,12.6,15.0,0.611,12.9,53.7
485.0,42.2,7.0,69.0,28.9,3775.68275,13.5,16.1,0.613,12.9,54.0
459.0,41.6,7.0,7.0,26.6,2518.398261,14.5,17.1,0.62,12.9,54.9
429.0,4.9,71.0,71.0,24.0,2681.781,15.4,18.1,0.629,13.0,56.0
